"Function Stack","CPU Time: Total","CPU Time: Self","Module","Function (Full)","Source File","Start Address"
"                      init_rows_cols","0.0199948","0.0199948","libcolamd.so.2","init_rows_cols","colamd.c","0x3b35"
"                   btf_l_strongcomp","0.0100009","0","libbtf.so.1","btf_l_strongcomp","btf_strongcomp.c","0x1ea0"
"                    dfs","0.0100009","0.0100009","libbtf.so.1","dfs","btf_strongcomp.c","0x1f69"
"                 klu_l_factor","0.170007","0","libklu.so.1","klu_l_factor","klu_factor.c","0x180f0"
"                  factor2","0.170007","0","libklu.so.1","factor2","klu_factor.c","0x184fb"
"                   klu_l_kernel_factor","0.170007","0","libklu.so.1","klu_l_kernel_factor","klu.c","0x15f80"
"                    klu_l_kernel","0.170007","0.0200118","libklu.so.1","klu_l_kernel","klu_kernel.c","0x18f60"
"                     lsolve_numeric","0.0499962","0.0499962","libklu.so.1","lsolve_numeric","klu_kernel.c","0x1963f"
"                     prune","0.0400221","0.0400221","libklu.so.1","prune","klu_kernel.c","0x198ca"
"                     lsolve_symbolic","0.0399716","0.0199921","libklu.so.1","lsolve_symbolic","klu_kernel.c","0x193a5"
"                      dfs","0.0199795","0.0199795","libklu.so.1","dfs","klu_kernel.c","0x1945d"
"                     lpivot","0.0100047","0.0100047","libklu.so.1","lpivot","klu_kernel.c","0x19183"
"                     construct_column","0.0100005","0.0100005","libklu.so.1","construct_column","klu_kernel.c","0x1955d"
"                DYN::SolverKINEuler::evalJ_KIN","0.26999","0","libdynawo_SolverKINSOL.so.1","DYN::SolverKINEuler::evalJ_KIN(_generic_N_Vector*, _generic_N_Vector*, _generic_SUNMatrix*, void*, _generic_N_Vector*, _generic_N_Vector*)","DYNSolverKINEuler.cpp","0x9ed6"
"                 DYN::ModelMulti::evalJt","0.26999","0","libdynawo_ModelerCommon.so.1","DYN::ModelMulti::evalJt(double, double, DYN::SparseMatrix&)","DYNModelMulti.cpp","0x41c0e"
"                  DYN::SubModel::evalJtSub","0.26999","0","libdynawo_ModelerCommon.so.1","DYN::SubModel::evalJtSub(double, double, int&, DYN::SparseMatrix&)","DYNSubModel.cpp","0x84d30"
"                   DYN::ModelNetwork::evalJt","0.179996","0","DYNModelNetwork.so","DYN::ModelNetwork::evalJt(double, double, int, DYN::SparseMatrix&)","[Unknown]","0xb6c50"
"                    DYN::ModelVoltageLevel::evalDerivatives","0.0600049","0.0199986","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalDerivatives(double)","[Unknown]","0xdb1c0"
"                     DYN::ModelSwitch::evalDerivatives","0.0300082","0","DYNModelNetwork.so","DYN::ModelSwitch::evalDerivatives(double)","[Unknown]","0x74320"
"                      DYN::BusDerivatives::addDerivative","0.0300082","0","DYNModelNetwork.so","DYN::BusDerivatives::addDerivative(DYN::typeDerivative_t, int, double)","[Unknown]","0x53880"
"                       DYN::Derivatives::addValue","0.0300082","0","DYNModelNetwork.so","DYN::Derivatives::addValue(int, double)","[Unknown]","0x53790"
"                        operator new","0.0300082","0.0300082","libstdc++.so.6","operator new(unsigned long)","[Unknown]","0xae970"
"                     DYN::ModelLoad::evalDerivatives","0.00999805","0","DYNModelNetwork.so","DYN::ModelLoad::evalDerivatives(double)","[Unknown]","0x8e7c0"
"                      DYN::BusDerivatives::addDerivative","0.00999805","0","DYNModelNetwork.so","DYN::BusDerivatives::addDerivative(DYN::typeDerivative_t, int, double)","[Unknown]","0x53880"
"                       DYN::Derivatives::addValue","0.00999805","0","DYNModelNetwork.so","DYN::Derivatives::addValue(int, double)","[Unknown]","0x53790"
"                        operator new","0.00999805","0.00999805","libstdc++.so.6","operator new(unsigned long)","[Unknown]","0xae970"
"                    DYN::ModelBusContainer::initDerivatives","0.0499969","0","DYNModelNetwork.so","DYN::ModelBusContainer::initDerivatives(void)","[Unknown]","0x62010"
"                     DYN::ModelBus::initDerivatives","0.0499969","0","DYNModelNetwork.so","DYN::ModelBus::initDerivatives(void)","[Unknown]","0x61fe0"
"                      DYN::BusDerivatives::reset","0.0299962","0","DYNModelNetwork.so","DYN::BusDerivatives::reset(void)","[Unknown]","0x53770"
"                       DYN::Derivatives::reset","0.0299962","0.0100277","DYNModelNetwork.so","DYN::Derivatives::reset(void)","[Unknown]","0x53710"
"                        std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double>>, std::less<int>, std::allocator<std::pair<int const, double>>>::_M_erase.isra.0","0.0199685","0.0199685","DYNModelNetwork.so","std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double>>, std::less<int>, std::allocator<std::pair<int const, double>>>::_M_erase(std::_Rb_tree_node<std::pair<int const, double>>*).isra.0","[Unknown]","0x53560"
"                      DYN::Derivatives::reset","0.0200006","0","DYNModelNetwork.so","DYN::Derivatives::reset(void)","[Unknown]","0x53710"
"                       std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double>>, std::less<int>, std::allocator<std::pair<int const, double>>>::_M_erase.isra.0","0.0200006","0.0200006","DYNModelNetwork.so","std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double>>, std::less<int>, std::allocator<std::pair<int const, double>>>::_M_erase(std::_Rb_tree_node<std::pair<int const, double>>*).isra.0","[Unknown]","0x53560"
"                    DYN::ModelVoltageLevel::evalJt","0.0499805","0","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalJt(double, int, DYN::SparseMatrix&)","[Unknown]","0xdb200"
"                     DYN::ModelBus::evalJt","0.0499805","0.0100023","DYNModelNetwork.so","DYN::ModelBus::evalJt(double, int, DYN::SparseMatrix&)","[Unknown]","0x5fb60"
"                      std::_Rb_tree_increment","0.0399782","0.0399782","libstdc++.so.6","std::_Rb_tree_increment(std::_Rb_tree_node_base const*)","[Unknown]","0xc6530"
"                    DYN::ModelLine::evalDerivatives","0.0200135","0","DYNModelNetwork.so","DYN::ModelLine::evalDerivatives(double)","[Unknown]","0x7a160"
"                     DYN::BusDerivatives::addDerivative","0.0200135","0","DYNModelNetwork.so","DYN::BusDerivatives::addDerivative(DYN::typeDerivative_t, int, double)","[Unknown]","0x53880"
"                      DYN::Derivatives::addValue","0.0200135","0.0100131","DYNModelNetwork.so","DYN::Derivatives::addValue(int, double)","[Unknown]","0x53790"
"                       operator new","0.0100003","0.0100003","libstdc++.so.6","operator new(unsigned long)","[Unknown]","0xae970"
"                   DYN::ModelManager::evalJtAdept","0.0899946","0","libdynawo_ModelManager.so.1","DYN::ModelManager::evalJtAdept(double, double*, double*, double, DYN::SparseMatrix&, int, bool)","new_allocator.h","0x2c6ec"
"                    adept::Stack::jacobian","0.0699902","0","libdynawo_ModelManager.so.1","adept::Stack::jacobian(double*, int, int) const","Stack.h","0x3913b"
"                     adept::Stack::jacobian_reverse","0.0699902","0.0299946","libadept.so.0","adept::Stack::jacobian_reverse(double*, int, int) const","[Unknown]","0x6c3fc"
"                      adept::Block<(int)2, double>::operator[]","0.0200011","0.0200011","libadept.so.0","adept::Block<(int)2, double>::operator[](int)","[Unknown]","0x6df7c"
"                      std::vector<adept::Block<(int)2, double>, std::allocator<adept::Block<(int)2, double>>>::operator[]","0.0100057","0.0100057","libadept.so.0","std::vector<adept::Block<(int)2, double>, std::allocator<adept::Block<(int)2, double>>>::operator[](unsigned long)","[Unknown]","0x6e224"
"                      adept::Stack::n_independent","0.00998887","0","libadept.so.0","adept::Stack::n_independent(void) const","[Unknown]","0x6dd42"
"                       [libadept.so.0]","0.00998887","0.00998887","libadept.so.0","[libadept.so.0]","[Unknown]","0"
"                    DYN::SparseMatrix::addTerm","0.0100039","0.0100039","libdynawo_Common.so.1","DYN::SparseMatrix::addTerm(int, double)","DYNSparseMatrix.cpp","0x6ec10"
"                    DYN::ModelGeneratorSynchronousThreeWindingsProportionalRegulationsRpclUva_Dyn::evalFAdept","0.0100004","0","GeneratorSynchronousThreeWindingsProportionalRegulationsRpclUva.so","DYN::ModelGeneratorSynchronousThreeWindingsProportionalRegulationsRpclUva_Dyn::evalFAdept(std::vector<adept::Active<double>, std::allocator<adept::Active<double>>> const&, std::vector<adept::Active<double>, std::allocator<adept::Active<double>>> const&, std::vector<adept::Active<double>, std::allocator<adept::Active<double>>>&)","[Unknown]","0x33d10"
"                     __pow","0.0100004","0.0100004","libm.so.6","__pow","w_pow_template.c","0x37e30"
"               kinLsSolve","0.0199894","0","libsundials_kinsol.so.6","kinLsSolve","kinsol_ls.c","0x15df0"
"                SUNLinSolSolve_KLU","0.0199894","0","libsundials_sunlinsolklu.so.4.3.0","SUNLinSolSolve_KLU","sunlinsol_klu.c","0x7300"
"                 klu_l_tsolve","0.0199894","0.0199894","libklu.so.1","klu_l_tsolve","klu_tsolve.c","0x1bb90"
"              KINFullNewton","0.0599822","0","libsundials_kinsol.so.6","KINFullNewton","kinsol.c","0x10038"
"               DYN::SolverKINEuler::evalF_KIN","0.0599822","0","libdynawo_SolverKINSOL.so.1","DYN::SolverKINEuler::evalF_KIN(_generic_N_Vector*, _generic_N_Vector*, void*)","DYNSolverKINEuler.cpp","0x9e92"
"                DYN::ModelMulti::evalF","0.0599822","0","libdynawo_ModelerCommon.so.1","DYN::ModelMulti::evalF(double, double const*, double const*, double*)","DYNModelMulti.cpp","0x71800"
"                 DYN::ModelNetwork::evalF","0.0599822","0","DYNModelNetwork.so","DYN::ModelNetwork::evalF(double, DYN::propertyF_t)","[Unknown]","0xb6a90"
"                  DYN::ModelVoltageLevel::evalF","0.0299938","0.0199965","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalF(DYN::propertyF_t)","[Unknown]","0xdae70"
"                   DYN::ModelSwitch::evalF","0.00999734","0.00999734","DYNModelNetwork.so","DYN::ModelSwitch::evalF(DYN::propertyF_t)","[Unknown]","0x72a70"
"                  DYN::ModelVoltageLevel::evalNodeInjection","0.0199815","0.00999469","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalNodeInjection(void)","[Unknown]","0xdb2c0"
"                   DYN::ModelSwitch::evalNodeInjection","0.00998686","0.00998686","DYNModelNetwork.so","DYN::ModelSwitch::evalNodeInjection(void)","[Unknown]","0x72d60"
"                  DYN::ModelBusContainer::resetNodeInjections","0.0100068","0","DYNModelNetwork.so","DYN::ModelBusContainer::resetNodeInjections(void)","[Unknown]","0x62090"
"                   DYN::ModelBus::resetNodeInjection","0.0100068","0.0100068","DYNModelNetwork.so","DYN::ModelBus::resetNodeInjection(void)","[Unknown]","0x62050"
"              KINStop","0.0100142","0","libsundials_kinsol.so.6","KINStop","kinsol.c","0xff7d"
"               KINScSNorm","0.0100142","0","libsundials_kinsol.so.6","KINScSNorm","kinsol.c","0xcaa0"
"                N_VAbs_Serial","0.0100142","0.0100142","libsundials_nvecserial.so.6","N_VAbs_Serial","nvector_serial.c","0x6f80"
"            DYN::SolverKINEuler::solve","0.0364929","0","libdynawo_SolverKINSOL.so.1","DYN::SolverKINEuler::solve(bool, bool)","DYNSolverKINEuler.cpp","0xa468"
"             DYN::ModelMulti::evalF","0.0364929","0","libdynawo_ModelerCommon.so.1","DYN::ModelMulti::evalF(double, double const*, double const*, double*)","DYNModelMulti.cpp","0x71800"
"              DYN::ModelNetwork::evalF","0.0364929","0","DYNModelNetwork.so","DYN::ModelNetwork::evalF(double, DYN::propertyF_t)","[Unknown]","0xb6a90"
"               DYN::ModelVoltageLevel::evalF","0.0199878","0","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalF(DYN::propertyF_t)","[Unknown]","0xdae70"
"                DYN::ModelSwitch::evalF","0.0199878","0.0199878","DYNModelNetwork.so","DYN::ModelSwitch::evalF(DYN::propertyF_t)","[Unknown]","0x72a70"
"               DYN::ModelVoltageLevel::evalNodeInjection","0.0099976","0.0099976","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalNodeInjection(void)","[Unknown]","0xdb2c0"
"               DYN::ModelBusContainer::resetCurrentUStatus","0.00650748","0","DYNModelNetwork.so","DYN::ModelBusContainer::resetCurrentUStatus(void)","[Unknown]","0x61a10"
"                DYN::BitMask::reset","0.00650748","0","libdynawo_Common.so.1","DYN::BitMask::reset(void)","DYNBitMask.cpp","0x4d550"
"                 DYN::BitMask::unsetFlags","0.00650748","0.00650748","libdynawo_Common.so.1","DYN::BitMask::unsetFlags(unsigned char const&)","DYNBitMask.cpp","0x4d540"
"          DYN::SolverCommonFixedTimeStep::updateZAndMode","0.0500045","0","dynawo_SolverCommonFixedTimeStep.so.1","DYN::SolverCommonFixedTimeStep::updateZAndMode(DYN::SolverCommonFixedTimeStep::SolverStatus_t&)","DYNSolverCommonFixedTimeStep.cpp","0xe7a0"
"           DYN::Solver::Impl::evalZMode","0.0400014","0","libdynawo_SolverCommon.so.1","DYN::Solver::Impl::evalZMode(std::vector<int, std::allocator<int>>&, std::vector<int, std::allocator<int>>&, double)","DYNSolverImpl.cpp","0x14a26"
"            DYN::ModelMulti::evalZ","0.0200054","0","libdynawo_ModelerCommon.so.1","DYN::ModelMulti::evalZ(double)","DYNModelMulti.cpp","0x78eb0"
"             DYN::ModelMulti::evalZ","0.0200054","0","libdynawo_ModelerCommon.so.1","DYN::ModelMulti::evalZ(double)","DYNModelMulti.cpp","0x78eec"
"              DYN::ModelNetwork::evalZ","0.0200054","0","DYNModelNetwork.so","DYN::ModelNetwork::evalZ(double)","[Unknown]","0xc3910"
"               DYN::ModelVoltageLevel::evalZ","0.0200054","0.0100098","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalZ(double)","[Unknown]","0xdb040"
"                DYN::ModelGenerator::evalZ","0.00999561","0.00999561","DYNModelNetwork.so","DYN::ModelGenerator::evalZ(double)","[Unknown]","0x71430"
"            DYN::ModelMulti::evalG","0.0100022","0","libdynawo_ModelerCommon.so.1","DYN::ModelMulti::evalG(double, std::vector<int, std::allocator<int>>&)","DYNModelMulti.cpp","0x71090"
"             DYN::ModelNetwork::evalG","0.0100022","0","DYNModelNetwork.so","DYN::ModelNetwork::evalG(double)","[Unknown]","0xb64f0"
"              DYN::ModelVoltageLevel::evalG","0.0100022","0","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalG(double)","[Unknown]","0xdb000"
"               DYN::ModelBus::evalG","0.0100022","0","DYNModelNetwork.so","DYN::ModelBus::evalG(double)","[Unknown]","0x61ec0"
"                DYN::ModelBus::getCurrentU","0.0100022","0.0100022","DYNModelNetwork.so","DYN::ModelBus::getCurrentU(DYN::ModelBus::UType_t)","[Unknown]","0x61b30"
"            DYN::ModelMulti::evalMode","0.00999384","0","libdynawo_ModelerCommon.so.1","DYN::ModelMulti::evalMode(double)","DYNModelMulti.cpp","0x422d4"
"             DYN::SubModel::evalModeSub","0.00999384","0","libdynawo_ModelerCommon.so.1","DYN::SubModel::evalModeSub(double)","DYNSubModel.cpp","0x46b60"
"              DYN::ModelNetwork::evalMode","0.00999384","0","DYNModelNetwork.so","DYN::ModelNetwork::evalMode(double)","[Unknown]","0xb6540"
"               DYN::ModelVoltageLevel::evalState","0.00999384","0.00999384","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalState(double)","[Unknown]","0xdb0f0"
"           DYN::ModelMulti::evalG","0.0100031","0","libdynawo_ModelerCommon.so.1","DYN::ModelMulti::evalG(double, std::vector<int, std::allocator<int>>&)","DYNModelMulti.cpp","0x71090"
"            DYN::ModelNetwork::evalG","0.0100031","0","DYNModelNetwork.so","DYN::ModelNetwork::evalG(double)","[Unknown]","0xb64f0"
"             DYN::ModelVoltageLevel::evalG","0.0100031","0.0100031","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalG(double)","[Unknown]","0xdb000"
"       DYN::Simulation::checkCriteria","0.0499844","0","libdynawo_Simulation.so.1","DYN::Simulation::checkCriteria(double, bool) const","DYNSimulation.cpp","0x2b900"
"        DYN::ComponentInterface::updateFromModel","0.0299873","0","libdynawo_DataInterface.so.1","DYN::ComponentInterface::updateFromModel(bool)","DYNComponentInterface.cpp","0xf452"
"         DYN::ComponentInterface::updateFromModel","0.0299873","0","libdynawo_DataInterface.so.1","DYN::ComponentInterface::updateFromModel(bool)","DYNComponentInterface.cpp","0xf452"
"          DYN::StateVariable::isNeededForCriteriaCheck","0.0299873","0.0299873","libdynawo_DataInterface.so.1","DYN::StateVariable::isNeededForCriteriaCheck(void) const","DYNStateVariable.cpp","0x16080"
"        DYN::DataInterfaceIIDM::updateFromModel","0.0199972","0.0199972","libdynawo_DataInterfaceIIDM.so.1","DYN::DataInterfaceIIDM::updateFromModel(bool)","DYNDataInterfaceIIDM.cpp","0x88820"
"       DYN::ModelMulti::evalCalculatedVariables","0.0100138","0","libdynawo_ModelerCommon.so.1","DYN::ModelMulti::evalCalculatedVariables(double, std::vector<double, std::allocator<double>> const&, std::vector<double, std::allocator<double>> const&, std::vector<double, std::allocator<double>> const&)","DYNModelMulti.cpp","0x71b70"
"        DYN::ModelNetwork::evalCalculatedVars","0.0100138","0","DYNModelNetwork.so","DYN::ModelNetwork::evalCalculatedVars(void)","[Unknown]","0xb6a10"
"         DYN::ModelVoltageLevel::evalCalculatedVars","0.0100138","0","DYNModelNetwork.so","DYN::ModelVoltageLevel::evalCalculatedVars(void)","[Unknown]","0xdb300"
"          DYN::ModelGenerator::evalCalculatedVars","0.0100138","0","DYNModelNetwork.so","DYN::ModelGenerator::evalCalculatedVars(void)","[Unknown]","0x6cdb0"
"           DYN::ModelBus::ur","0.0100138","0.0100138","DYNModelNetwork.so","DYN::ModelBus::ur(void) const","[Unknown]","0x61a50"
"       DYN::DataInterfaceIIDM::checkCriteria","0.00999643","0","libdynawo_DataInterfaceIIDM.so.1","DYN::DataInterfaceIIDM::checkCriteria(double, bool)","DYNDataInterfaceIIDM.cpp","0x88730"
"        DYN::GeneratorCriteria::checkCriteria","0.00999643","0","libdynawo_DataInterface.so.1","DYN::GeneratorCriteria::checkCriteria(double, bool, boost::shared_ptr<timeline::Timeline> const&)","basic_string.h","0x10734"
"         DYN::GeneratorCriteria::checkCriteriaInLocalValueOrSumType","0.00999643","0","libdynawo_DataInterface.so.1","DYN::GeneratorCriteria::checkCriteriaInLocalValueOrSumType(std::shared_ptr<DYN::GeneratorInterface> const&, double, std::multimap<double, std::shared_ptr<DYN::GeneratorInterface>, std::less<double>, std::allocator<std::pair<double const, std::shared_ptr<DYN::GeneratorInterface>>>>&, std::multimap<double, std::unique_ptr<DYN::Criteria::FailingCriteria, std::default_delete<DYN::Criteria::FailingCriteria>>, std::less<double>, std::allocator<std::pair<double const, std::unique_ptr<DYN::Criteria::FailingCriteria, std::default_delete<DYN::Criteria::FailingCriteria>>>>>&, std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>>&, bool&, double&, bool&)","DYNCriteria.cpp","0xfee0"
"          std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>>::find","0.00999643","0.00999643","libdynawo_DataInterface.so.1","std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>>::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)","unordered_set.h","0x18a8c"
